"","ia_1ad","ia_2ad","ia_3ad","ia_4ad","ia_5ad","ia_6ad","ia_7men","ia_8men","ia_9men","ia_10men","ia_11men","ia_12men","plb_m","tot_integ"
"443",1,0,0,0,0,0,0,0,0,0,0,0,1,5
"444",1,1,1,1,0,0,0,0,0,0,0,0,0,6
"445",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"446",1,0,0,0,0,0,0,0,0,0,0,0,1,6
"447",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"448",0,0,0,0,0,0,0,0,0,0,0,0,0,10
"449",0,0,0,0,0,0,1,1,0,0,0,0,0,5
"450",0,0,0,0,1,0,0,0,0,0,0,0,0,5
"451",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"452",1,0,1,0,0,0,1,1,1,0,0,0,1,8
"453",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"454",1,0,1,1,0,0,1,1,1,1,1,0,1,5
"455",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"456",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"457",1,1,1,1,1,0,1,1,1,1,1,1,0,3
"458",1,1,1,1,1,0,1,0,1,0,1,0,0,5
"459",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"460",1,0,0,0,0,0,0,0,0,0,0,0,0,9
"461",0,0,0,1,1,0,0,0,0,0,0,0,0,3
"462",1,0,1,1,1,1,0,0,0,0,0,0,1,5
"463",1,1,1,1,1,1,0,0,0,0,0,0,0,5
"464",0,0,1,0,0,0,0,0,0,0,0,0,0,6
"465",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"466",1,1,0,0,0,1,0,1,0,0,0,0,1,6
"467",1,1,1,1,1,1,0,0,0,0,0,0,1,5
"468",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"469",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"470",1,1,1,1,0,0,0,0,0,0,0,0,1,5
"471",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"472",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"473",1,1,1,1,1,1,1,1,1,1,1,0,0,4
"474",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"475",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"476",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"477",0,0,0,0,0,0,0,0,0,0,0,0,0,9
"478",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"479",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"480",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"481",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"482",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"483",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"484",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"485",1,0,0,1,0,0,0,0,0,0,0,0,1,6
"486",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"487",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"488",1,0,0,0,0,1,1,0,0,0,0,0,0,5
"489",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"490",0,1,0,0,0,0,0,0,0,0,0,0,0,4
"491",1,0,0,0,0,1,0,0,0,0,0,0,0,5
"492",1,0,1,0,0,0,1,0,1,0,0,0,1,4
"493",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"494",0,1,1,1,1,0,1,0,0,0,0,0,0,4
"495",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"496",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"497",1,0,1,0,0,0,1,1,1,0,0,0,0,5
"498",1,0,0,0,0,0,1,0,0,0,0,0,0,4
"499",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"500",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"501",1,0,0,0,0,0,1,0,0,0,0,0,0,4
"502",1,0,1,1,1,0,1,1,1,1,1,0,0,2
"503",0,0,0,0,0,0,0,0,0,0,0,0,0,8
"504",1,0,1,1,1,1,1,1,1,1,1,1,0,3
"505",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"506",1,1,1,1,1,1,1,1,1,0,0,1,0,5
"507",0,0,0,0,0,0,1,1,1,0,0,0,0,6
"508",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"509",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"510",1,1,1,1,1,1,0,0,0,0,0,0,0,6
"511",0,0,1,0,0,0,0,0,0,0,0,0,0,5
"512",1,1,1,1,0,0,0,0,0,0,0,0,0,3
"513",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"514",0,1,0,1,0,0,0,0,0,0,0,0,0,4
"515",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"516",1,0,0,0,1,0,0,1,0,0,0,0,0,4
"517",0,0,0,0,0,0,0,0,0,0,0,0,0,10
"518",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"519",1,0,0,0,1,0,0,0,0,0,0,0,0,4
"520",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"521",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"522",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"523",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"524",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"525",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"526",1,1,1,0,0,0,0,0,0,0,0,0,0,7
"527",0,0,0,0,0,0,0,0,0,0,0,0,0,8
"528",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"529",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"530",0,0,0,0,0,0,0,0,0,0,0,0,0,8
"531",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"532",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"533",0,0,1,0,0,0,1,0,0,0,0,0,0,6
"534",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"535",0,0,0,0,1,1,0,0,0,0,0,0,0,3
"536",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"537",1,1,1,1,1,0,1,1,0,0,0,0,0,5
"538",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"539",1,1,1,1,1,1,0,0,1,0,0,0,0,3
"540",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"541",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"542",1,0,1,1,0,0,0,0,0,0,0,0,1,8
"543",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"544",0,0,0,0,0,1,1,0,1,0,1,1,0,3
"545",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"546",0,0,1,0,1,1,0,0,0,0,0,0,0,4
"547",1,0,0,0,0,0,0,0,1,0,0,0,0,4
"548",0,0,0,0,0,0,0,0,0,0,0,0,1,10
"549",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"550",1,1,1,1,1,1,1,1,1,1,1,1,1,9
"551",1,1,1,0,1,0,1,1,1,0,0,0,1,5
"552",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"553",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"554",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"555",1,1,1,0,1,1,0,1,1,0,1,0,0,3
"556",1,0,0,0,0,0,0,0,0,0,0,0,0,12
"557",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"558",1,1,0,0,0,1,1,1,0,0,1,0,0,2
"559",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"560",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"561",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"562",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"563",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"564",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"565",1,1,1,1,1,1,1,1,1,0,0,0,0,5
"566",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"567",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"568",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"569",1,0,1,0,0,1,1,1,0,0,0,0,1,11
"570",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"571",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"572",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"573",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"574",1,0,1,0,0,0,1,1,1,0,0,0,0,2
"575",1,0,0,0,0,0,0,0,0,0,0,0,1,3
"576",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"577",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"578",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"579",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"580",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"581",1,0,0,0,0,0,1,0,0,0,0,0,1,3
"582",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"583",1,1,1,1,1,1,1,1,1,1,1,1,0,6
"584",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"585",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"586",1,1,1,1,0,1,1,0,0,0,0,0,0,4
"587",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"588",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"589",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"590",0,0,0,0,0,0,1,0,0,0,0,0,1,3
"591",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"592",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"593",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"594",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"595",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"596",1,1,1,1,1,1,0,1,1,1,1,1,0,5
"597",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"598",0,0,0,0,0,0,1,0,0,0,0,0,0,4
"599",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"600",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"601",0,0,0,0,0,0,0,0,0,0,0,0,1,7
"602",0,1,1,1,1,0,0,0,0,0,0,0,0,5
"603",1,0,1,1,1,1,0,0,0,0,0,0,0,4
"604",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"605",1,0,1,0,1,1,1,1,1,0,0,1,1,7
"606",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"607",1,0,1,0,0,1,0,0,0,0,0,0,1,4
"608",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"609",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"610",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"611",1,0,1,0,0,0,1,0,1,0,0,0,0,5
"612",1,0,1,1,0,0,0,0,0,0,0,0,0,5
"613",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"614",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"615",1,0,1,0,1,1,1,1,1,1,0,0,1,4
"616",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"617",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"618",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"619",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"620",0,0,1,1,0,0,1,1,1,0,0,0,0,4
"621",1,1,1,1,1,1,0,0,1,0,0,0,0,5
"622",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"623",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"624",1,0,0,0,0,0,1,0,1,0,0,0,0,6
"625",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"626",1,0,0,0,1,0,1,1,0,1,1,0,1,10
"627",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"628",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"629",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"630",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"631",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"632",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"633",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"634",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"635",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"636",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"637",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"638",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"639",1,0,1,1,1,0,0,1,1,0,0,0,0,4
"640",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"641",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"642",0,0,1,0,0,0,0,0,0,0,0,0,0,5
"643",1,1,1,1,1,0,1,0,1,1,1,0,0,9
"644",1,0,0,0,0,0,0,0,1,0,0,0,0,6
"645",1,1,0,0,0,0,0,0,0,0,0,0,0,4
"646",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"647",1,0,0,0,0,0,0,0,0,0,0,0,0,2
"648",0,0,0,0,0,1,0,0,0,0,0,0,0,4
"649",1,0,0,0,0,1,0,0,0,0,0,0,0,5
"650",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"651",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"652",1,0,1,1,0,0,1,0,0,0,0,0,0,4
"653",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"654",1,1,1,0,1,1,0,0,0,0,0,0,0,4
"655",0,0,0,0,0,0,0,0,0,0,0,0,0,9
"656",1,1,1,1,1,0,0,1,0,0,0,0,1,4
"657",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"658",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"659",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"660",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"661",1,0,1,0,0,0,1,1,1,0,1,0,0,5
"662",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"663",1,0,0,0,0,1,1,0,0,0,0,0,0,2
"664",1,1,1,1,1,0,1,1,1,0,0,0,0,3
"665",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"666",1,1,1,1,1,0,1,1,1,1,1,0,0,5
"667",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"668",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"669",1,1,1,1,1,1,1,1,1,1,1,0,1,8
"670",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"671",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"672",1,0,0,0,0,0,0,0,1,0,0,0,0,5
"673",1,0,1,0,1,0,1,1,0,1,1,1,0,4
"674",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"675",0,0,0,0,0,0,0,0,0,0,0,0,0,9
"676",1,0,1,0,1,0,1,1,0,0,0,0,0,4
"677",1,0,1,0,1,0,1,1,0,1,0,0,1,5
"678",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"679",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"680",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"681",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"682",1,1,1,1,1,1,1,1,1,1,1,1,1,4
"683",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"684",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"685",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"686",1,0,0,0,0,0,1,1,0,0,0,0,0,4
"687",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"688",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"689",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"690",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"691",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"692",1,1,1,1,1,0,0,0,0,0,0,0,0,6
"693",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"694",1,0,0,1,1,1,0,1,0,0,0,0,0,3
"695",0,0,0,0,1,0,0,0,0,0,0,0,1,6
"696",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"697",0,1,1,1,0,0,0,0,0,0,0,0,0,5
"698",1,1,1,0,1,0,1,1,1,1,1,1,0,4
"699",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"700",1,1,1,1,1,1,0,0,0,0,0,0,1,4
"701",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"702",1,0,0,0,0,1,1,0,0,0,0,0,1,9
"703",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"704",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"705",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"706",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"707",1,0,0,0,0,0,1,0,0,0,0,0,0,6
"708",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"709",1,0,1,0,0,0,0,0,0,0,0,0,1,3
"710",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"711",1,1,1,1,1,1,1,1,1,1,1,1,1,6
"712",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"713",1,1,1,0,0,0,1,0,1,0,0,0,0,6
"714",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"715",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"716",1,1,1,0,1,0,1,0,0,0,1,1,1,5
"717",1,0,0,0,0,0,0,0,0,0,0,0,1,3
"718",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"719",1,0,0,1,0,0,0,0,0,0,0,0,0,6
"720",1,0,0,0,0,0,1,0,0,0,0,0,1,5
"721",1,1,1,0,1,1,1,1,1,1,1,0,0,11
"722",1,1,1,1,1,1,1,1,1,1,1,0,0,5
"723",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"724",1,0,1,0,1,1,1,1,1,0,0,0,0,4
"725",0,0,1,0,0,0,0,0,1,0,0,0,0,4
"726",1,0,1,0,0,0,1,1,0,0,0,0,0,4
"727",0,0,0,1,1,0,1,0,0,0,0,0,0,4
"728",0,0,0,0,0,0,0,0,0,0,0,0,0,9
"729",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"730",1,0,0,0,0,0,0,0,1,1,0,0,0,5
"731",0,0,1,0,0,0,0,0,0,0,0,0,0,5
"732",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"733",0,0,1,0,0,0,0,0,0,0,0,0,0,5
"734",1,1,1,0,1,1,0,0,0,0,0,0,0,6
"735",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"736",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"737",1,1,1,1,1,0,1,1,0,0,0,0,0,5
"738",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"739",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"740",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"741",0,0,0,0,0,0,0,0,0,0,0,0,1,7
"742",1,0,1,0,0,0,1,1,1,0,0,0,0,3
"743",0,0,1,0,0,0,0,0,0,0,0,0,0,4
"744",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"745",0,0,0,0,0,0,1,0,0,0,0,0,0,4
"746",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"747",1,1,1,1,1,0,0,0,0,0,0,0,0,5
"748",1,1,1,1,1,1,1,1,1,1,1,1,0,6
"749",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"750",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"751",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"752",1,0,1,0,0,1,1,0,0,0,0,1,0,5
"753",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"754",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"755",1,0,1,0,0,0,1,1,0,0,0,0,0,8
"756",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"757",0,0,1,0,0,0,0,0,0,0,0,0,0,4
"758",1,0,1,1,0,0,1,0,0,0,0,0,0,2
"759",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"760",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"761",1,1,1,1,1,1,1,1,1,1,1,1,0,3
"762",1,0,0,0,1,1,1,0,0,0,0,0,1,4
"763",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"764",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"765",1,0,0,0,0,0,1,0,0,0,0,0,1,3
"766",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"767",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"768",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"769",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"770",0,0,0,0,0,0,0,1,0,0,0,0,0,4
"771",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"772",1,1,1,1,1,1,1,1,1,0,0,0,0,5
"773",1,0,0,0,0,0,0,0,0,0,0,0,1,4
"774",1,0,0,1,0,0,0,0,0,0,0,0,1,4
"775",0,0,1,0,1,1,0,0,1,0,0,0,0,6
"776",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"777",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"778",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"779",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"780",1,0,1,0,0,0,1,0,0,0,0,0,0,5
"781",1,0,0,1,0,1,0,0,0,0,0,0,1,6
"782",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"783",1,1,1,0,1,0,0,0,0,0,0,0,0,5
"784",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"785",0,1,1,1,1,1,1,0,1,1,0,0,0,5
"786",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"787",1,0,0,0,0,0,1,0,1,0,0,0,0,3
"788",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"789",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"790",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"791",1,1,1,0,1,1,1,1,1,1,1,0,0,7
"792",1,0,0,0,0,0,1,1,0,0,0,0,0,4
"793",1,1,1,1,1,1,1,1,1,1,1,1,1,6
"794",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"795",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"796",1,1,1,1,1,1,0,0,0,0,0,0,1,5
"797",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"798",1,0,1,0,0,0,1,1,1,0,0,0,0,5
"799",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"800",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"801",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"802",1,1,1,0,1,0,1,1,0,1,1,0,1,5
"803",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"804",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"805",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"806",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"807",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"808",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"809",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"810",1,1,1,0,1,1,1,1,1,1,1,1,0,4
"811",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"812",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"813",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"814",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"815",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"816",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"817",1,1,1,1,1,1,1,1,1,1,0,1,1,4
"818",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"819",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"820",1,0,1,0,1,0,0,0,0,0,0,0,1,7
"821",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"822",1,0,1,0,0,0,1,1,0,0,0,0,0,6
"823",0,1,0,1,0,1,1,0,0,0,1,1,0,6
"824",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"825",0,0,1,0,0,0,1,0,0,0,0,0,0,5
"826",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"827",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"828",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"829",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"830",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"831",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"832",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"833",1,0,0,1,0,0,1,0,0,0,0,0,0,6
"834",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"835",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"836",1,1,1,1,0,0,1,1,1,1,1,0,0,9
"837",1,1,1,1,1,1,1,1,1,1,1,1,0,5
"838",1,0,1,1,0,1,1,1,1,0,0,1,0,5
"839",1,1,1,0,0,1,0,0,0,0,0,0,0,3
"840",0,0,0,0,0,0,0,0,0,0,0,0,1,7
"841",1,0,1,1,0,0,0,0,0,0,0,0,0,4
"842",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"843",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"844",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"845",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"846",1,1,1,1,0,0,1,1,1,0,0,1,0,8
"847",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"848",1,1,1,0,1,1,1,1,1,1,1,1,0,4
"849",1,0,1,1,1,0,1,1,0,0,0,0,0,4
"850",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"851",1,1,1,0,0,0,0,0,0,0,0,0,0,4
"852",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"853",0,0,0,0,0,0,0,0,0,0,0,0,0,9
"854",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"855",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"856",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"857",1,1,1,0,1,1,1,1,1,1,1,1,0,6
"858",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"859",1,0,0,0,0,0,0,0,0,0,0,0,1,4
"860",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"861",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"862",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"863",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"864",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"865",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"866",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"867",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"868",1,0,0,1,0,1,0,0,0,0,0,0,0,4
"869",1,1,1,1,1,1,1,1,1,1,1,0,1,4
"870",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"871",1,1,1,1,1,1,1,1,1,0,0,0,0,4
"872",1,1,1,1,0,1,1,1,1,1,1,1,0,4
"873",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"874",1,0,0,0,0,0,1,0,0,0,0,0,0,8
"875",1,0,0,0,0,0,0,1,0,0,0,0,0,3
"876",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"877",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"878",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"879",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"880",1,0,1,0,0,0,1,1,1,0,0,0,0,5
"881",0,1,0,0,1,1,1,0,1,0,0,1,0,3
"882",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"883",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"884",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"885",1,0,1,0,0,0,1,0,1,0,0,0,0,5
"886",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"887",0,1,1,1,0,0,1,0,0,0,0,0,1,8
"888",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"889",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"890",1,0,0,0,0,0,0,0,0,0,0,0,0,5
