"","ia_1ad","ia_2ad","ia_3ad","ia_4ad","ia_5ad","ia_6ad","ia_7men","ia_8men","ia_9men","ia_10men","ia_11men","ia_12men","plb_m","tot_integ"
"891",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"892",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"893",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"894",1,1,1,1,1,0,1,1,0,0,0,0,1,6
"895",1,0,1,0,0,0,1,1,0,0,0,0,0,6
"896",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"897",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"898",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"899",0,0,1,0,0,0,0,0,1,0,0,0,0,6
"900",0,0,0,1,0,0,1,0,0,0,0,0,0,4
"901",0,0,0,0,0,1,0,0,0,0,0,0,1,3
"902",1,1,1,1,1,1,1,1,1,1,1,1,1,5
"903",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"904",1,1,1,1,0,0,1,0,0,0,0,0,0,6
"905",1,1,1,1,0,0,1,1,1,1,0,1,1,5
"906",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"907",0,0,0,0,0,0,0,0,0,0,0,0,1,7
"908",1,1,1,0,1,0,1,0,0,0,0,0,1,3
"909",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"910",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"911",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"912",0,0,0,0,0,0,0,0,0,0,0,0,0,9
"913",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"914",1,0,0,0,0,0,1,0,0,0,0,0,0,6
"915",0,0,1,0,0,0,0,0,0,0,0,0,0,4
"916",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"917",1,0,1,0,0,0,1,0,1,0,1,0,1,6
"918",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"919",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"920",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"921",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"922",1,0,0,0,0,0,1,0,0,0,0,0,1,4
"923",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"924",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"925",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"926",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"927",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"928",1,1,1,0,1,1,1,1,1,1,1,1,0,6
"929",1,1,1,1,1,0,1,1,1,0,0,0,1,5
"930",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"931",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"932",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"933",1,0,1,0,0,0,0,0,0,0,0,0,0,4
"934",1,1,1,0,0,0,1,1,1,1,0,0,1,5
"935",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"936",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"937",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"938",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"939",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"940",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"941",0,0,0,0,0,0,0,0,0,0,0,0,1,2
"942",1,1,1,1,1,1,1,1,1,1,1,1,1,6
"943",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"944",1,1,1,1,1,1,1,1,1,1,1,1,0,5
"945",0,0,0,0,0,0,1,0,0,0,0,0,0,5
"946",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"947",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"948",1,1,1,1,1,1,1,1,1,1,1,1,0,3
"949",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"950",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"951",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"952",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"953",1,0,1,0,0,0,1,0,0,0,0,0,0,4
"954",1,0,1,1,1,0,1,1,1,0,0,0,0,7
"955",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"956",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"957",1,0,1,0,1,1,1,1,1,0,1,0,1,5
"958",1,1,1,1,1,1,1,1,1,1,1,1,0,2
"959",0,1,1,0,0,0,0,0,0,0,0,0,0,3
"960",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"961",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"962",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"963",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"964",1,0,0,0,0,0,1,0,0,0,0,0,0,2
"965",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"966",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"967",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"968",1,0,0,1,1,1,1,1,0,1,1,0,0,4
"969",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"970",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"971",1,0,1,0,1,0,1,1,1,0,0,0,1,6
"972",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"973",1,0,0,0,0,0,0,1,0,0,0,0,1,3
"974",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"975",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"976",0,0,0,1,1,0,1,1,1,0,0,0,0,5
"977",1,1,1,1,0,1,1,1,1,0,0,0,1,3
"978",1,0,1,0,1,1,0,0,0,0,0,0,0,5
"979",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"980",1,0,0,0,0,0,1,0,0,0,0,0,0,4
"981",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"982",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"983",1,0,1,0,1,0,1,1,1,1,1,0,0,6
"984",1,0,1,1,1,1,1,0,1,0,0,0,1,5
"985",1,1,1,1,1,1,0,1,1,1,0,0,0,7
"986",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"987",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"988",1,0,1,0,0,0,1,1,1,0,0,0,1,6
"989",1,0,0,0,0,1,0,0,0,0,0,0,0,3
"990",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"991",0,0,1,0,1,0,1,1,1,0,0,0,0,2
"992",1,0,0,0,0,0,1,0,0,0,0,0,1,4
"993",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"994",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"995",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"996",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"997",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"998",1,0,1,0,0,0,1,0,0,0,0,0,1,4
"999",1,0,0,0,0,0,0,0,1,1,1,1,1,7
"1000",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1001",1,0,0,0,0,0,1,0,0,0,0,0,0,4
"1002",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1003",1,0,1,0,0,0,1,0,0,0,0,0,0,3
"1004",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1005",1,1,1,0,1,1,0,1,0,0,0,0,0,9
"1006",1,1,1,1,1,1,0,0,0,0,0,0,0,3
"1007",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1008",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1009",1,0,0,0,0,0,1,0,0,0,0,0,0,6
"1010",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1011",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1012",1,0,1,0,1,1,1,1,1,1,1,0,0,6
"1013",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1014",1,0,0,0,0,0,1,0,0,0,0,0,0,3
"1015",1,0,1,0,0,0,1,0,1,0,0,0,0,4
"1016",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1017",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1018",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1019",1,1,1,1,1,0,1,1,1,0,1,0,1,6
"1020",1,0,0,0,0,0,0,0,0,0,0,0,1,4
"1021",1,1,1,0,0,1,0,0,0,0,0,0,0,3
"1022",1,1,1,1,1,1,1,1,1,1,1,1,0,4
"1023",1,1,1,1,1,1,1,1,1,1,1,1,1,6
"1024",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1025",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1026",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1027",1,1,1,0,1,0,1,1,0,0,1,0,1,6
"1028",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1029",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1030",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1031",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1032",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1033",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1034",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1035",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1036",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1037",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1038",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1039",1,1,1,1,0,0,0,0,0,0,0,0,1,6
"1040",1,1,1,1,1,0,1,0,0,0,0,0,1,3
"1041",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1042",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1043",1,0,0,0,0,0,1,0,0,0,0,0,0,6
"1044",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1045",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1046",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1047",1,1,1,0,0,0,0,0,0,0,0,0,1,3
"1048",1,0,1,1,1,0,1,1,1,0,0,0,0,4
"1049",1,0,0,0,0,0,1,0,0,0,0,0,1,6
"1050",0,0,0,0,0,0,0,0,1,0,0,0,0,5
"1051",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1052",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1053",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1054",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"1055",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"1056",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1057",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1058",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1059",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1060",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1061",0,1,1,1,0,0,1,1,1,0,1,1,1,7
"1062",0,0,0,0,0,0,0,0,0,0,0,0,1,2
"1063",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1064",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1065",1,1,1,1,1,1,1,1,1,1,1,1,0,6
"1066",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1067",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1068",1,1,1,0,1,0,1,1,1,1,1,0,1,7
"1069",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1070",1,1,1,1,1,1,1,1,1,0,0,0,0,3
"1071",0,0,1,0,0,0,0,0,0,0,0,0,0,3
"1072",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1073",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1074",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1075",1,0,1,0,1,1,1,1,1,0,0,0,0,5
"1076",1,0,1,0,0,0,1,0,0,0,0,0,0,4
"1077",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1078",0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1079",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1080",0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1081",1,1,1,1,1,1,1,1,1,1,1,1,1,3
"1082",1,1,1,0,1,0,0,1,0,1,1,1,0,8
"1083",1,0,1,0,1,0,1,0,0,0,0,0,1,9
"1084",0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1085",1,0,1,0,0,0,0,0,0,0,0,0,0,5
"1086",1,1,1,0,1,0,0,0,0,0,0,0,1,6
"1087",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1088",1,1,1,1,1,0,1,1,1,1,1,1,0,7
"1089",0,0,0,0,0,0,0,0,0,0,0,0,1,7
"1090",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1091",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1092",1,1,1,1,1,1,1,1,1,1,1,1,1,6
"1093",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1094",0,1,0,0,0,0,1,0,1,0,0,0,0,4
"1095",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1096",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1097",1,1,1,1,1,1,1,1,1,1,1,0,0,7
"1098",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1099",1,1,1,1,1,1,0,0,0,0,0,0,0,4
"1100",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1101",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1102",1,0,1,0,0,0,1,0,0,0,0,0,0,5
"1103",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1104",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1105",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1106",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1107",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1108",1,0,0,0,0,0,0,0,0,0,0,0,0,6
"1109",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1110",1,1,1,0,0,1,1,0,0,0,0,0,0,4
"1111",1,0,1,0,0,0,1,1,1,0,0,0,0,2
"1112",1,0,1,1,0,0,1,1,1,0,1,0,0,5
"1113",1,0,1,0,0,0,1,1,0,0,0,0,0,6
"1114",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1115",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1116",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1117",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1118",1,0,1,0,0,0,0,0,0,0,0,0,0,3
"1119",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1120",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1121",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1122",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1123",1,1,1,0,1,0,1,1,1,1,1,0,0,4
"1124",1,0,1,1,1,1,1,1,1,1,0,1,0,6
"1125",1,0,1,1,1,1,1,0,0,0,0,0,0,3
"1126",1,1,1,1,1,1,1,1,1,0,1,0,0,4
"1127",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1128",1,1,1,0,1,1,1,0,0,0,0,0,0,4
"1129",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1130",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1131",1,0,1,1,0,0,1,0,0,0,0,0,0,4
"1132",0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1133",1,0,0,0,0,0,1,0,1,0,0,0,0,6
"1134",1,0,1,0,1,1,0,1,1,1,1,0,0,11
"1135",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1136",0,0,0,0,0,0,0,0,0,0,0,0,1,7
"1137",1,1,1,1,1,0,1,1,1,1,1,0,0,4
"1138",0,0,0,1,0,0,0,0,0,0,0,0,0,3
"1139",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1140",0,0,0,0,0,1,0,0,0,0,0,0,1,10
"1141",1,0,1,0,0,0,1,0,0,0,0,0,0,4
"1142",0,0,1,0,0,0,0,0,0,0,0,0,1,4
"1143",1,0,0,0,0,0,1,0,0,0,0,0,0,4
"1144",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1145",1,1,1,0,0,0,1,1,1,0,0,0,0,4
"1146",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1147",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1148",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1149",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1150",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1151",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1152",1,1,1,1,1,1,1,1,1,1,1,1,0,4
"1153",0,0,0,0,0,0,1,0,0,0,0,0,0,3
"1154",0,1,0,1,0,0,0,1,0,0,0,0,0,4
"1155",1,0,1,0,0,0,0,0,0,0,0,0,0,6
"1156",1,1,0,1,1,1,0,0,0,0,0,0,1,3
"1157",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1158",1,0,0,0,0,0,1,1,1,0,0,0,0,5
"1159",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1160",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1161",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"1162",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1163",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1164",1,0,1,0,0,1,0,0,0,0,0,0,0,9
"1165",1,0,0,0,1,0,1,0,0,0,0,0,0,3
"1166",0,1,0,0,0,0,1,0,1,0,0,0,0,5
"1167",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1168",1,1,1,0,1,1,0,0,0,0,0,0,1,3
"1169",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1170",1,0,1,0,0,0,0,0,0,0,0,0,1,7
"1171",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1172",1,1,1,1,1,1,1,0,0,1,1,0,0,7
"1173",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1174",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1175",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1176",1,0,1,0,0,0,0,0,0,0,0,0,0,5
"1177",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1178",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1179",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1180",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1181",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1182",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1183",1,1,1,1,1,0,1,0,0,0,0,0,0,5
"1184",1,1,0,1,0,1,0,0,0,0,0,0,0,6
"1185",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1186",0,0,0,1,1,1,0,0,0,0,0,0,0,6
"1187",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1188",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"1189",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1190",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1191",1,0,0,0,0,0,0,0,0,0,0,0,1,10
"1192",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1193",1,0,1,0,0,0,0,0,0,0,0,0,0,3
"1194",1,0,1,0,0,0,1,1,1,0,0,0,0,3
"1195",1,0,0,0,1,0,0,0,0,0,0,0,0,4
"1196",1,0,1,0,1,0,0,0,0,0,0,0,0,3
"1197",1,0,0,0,0,0,1,0,1,0,0,0,1,5
"1198",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1199",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1200",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1201",1,1,1,1,1,1,1,1,1,0,0,0,1,4
"1202",1,0,1,0,1,1,1,1,1,1,1,0,0,4
"1203",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"1204",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1205",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1206",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1207",0,0,0,1,1,0,1,1,0,0,0,0,0,4
"1208",1,0,0,0,0,0,0,0,0,0,0,0,0,6
"1209",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1210",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1211",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1212",1,0,1,0,1,1,1,0,0,0,0,0,1,5
"1213",0,0,0,0,0,0,0,0,0,0,0,0,1,7
"1214",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1215",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1216",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1217",1,1,1,1,0,1,1,1,1,0,0,0,1,3
"1218",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1219",1,0,0,0,1,0,1,0,0,0,0,0,0,4
"1220",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1221",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"1222",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1223",1,1,1,1,0,1,0,0,0,0,0,0,0,3
"1224",1,0,1,0,0,0,1,0,0,0,0,0,0,10
"1225",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1226",0,0,0,0,0,0,1,0,0,0,0,0,0,4
"1227",0,0,0,0,0,0,0,0,0,0,0,0,1,7
"1228",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1229",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1230",1,0,0,0,1,0,0,0,1,1,0,0,0,5
"1231",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1232",1,1,0,0,0,0,1,0,0,0,0,0,0,6
"1233",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1234",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"1235",1,0,1,0,0,1,1,1,1,0,0,0,1,6
"1236",1,0,1,0,0,0,1,1,1,1,0,0,1,8
"1237",0,0,1,0,0,0,1,1,1,0,0,0,0,5
"1238",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1239",1,0,1,0,0,0,1,0,0,0,0,0,0,5
"1240",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1241",1,0,1,0,0,0,1,1,0,0,0,0,1,4
"1242",1,0,1,0,0,1,0,0,0,0,0,0,0,3
"1243",0,0,1,0,0,0,1,1,0,0,0,0,0,2
"1244",1,1,1,1,1,0,0,0,0,0,0,0,0,3
"1245",0,0,1,0,1,0,1,1,1,0,1,1,0,3
"1246",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1247",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1248",1,1,1,1,1,1,1,1,1,0,0,0,1,4
"1249",1,0,1,0,0,0,0,0,0,0,0,0,1,4
"1250",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1251",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1252",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1253",0,0,1,1,1,1,0,0,0,0,0,0,0,3
"1254",1,0,0,0,0,0,0,0,0,0,0,0,1,5
"1255",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1256",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1257",1,0,0,0,0,0,1,0,0,0,0,0,0,7
"1258",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1259",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"1260",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"1261",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"1262",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1263",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1264",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1265",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1266",1,0,0,0,0,0,1,0,0,0,0,0,0,4
"1267",1,0,1,0,0,0,0,0,0,0,0,0,0,5
"1268",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1269",1,1,1,0,1,0,1,1,1,0,0,0,0,4
"1270",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1271",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1272",1,0,0,1,0,0,0,0,0,0,0,0,1,6
"1273",1,0,1,1,1,0,1,1,1,0,0,0,1,4
"1274",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1275",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1276",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1277",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1278",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1279",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1280",1,1,0,1,0,0,0,0,1,0,0,0,0,5
"1281",1,0,0,0,0,0,1,0,0,0,0,0,0,3
"1282",1,0,1,1,0,0,1,0,0,0,0,0,0,3
"1283",0,0,0,0,0,0,0,0,0,0,0,0,1,7
"1284",1,0,0,0,0,0,0,0,0,0,0,0,0,7
"1285",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1286",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1287",1,0,1,0,0,0,1,0,0,0,0,0,0,4
"1288",1,0,1,0,0,0,1,0,1,0,0,0,0,4
"1289",1,0,1,0,1,0,1,1,1,0,0,0,0,4
"1290",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1291",1,1,1,1,1,1,1,1,1,1,1,1,0,4
"1292",0,0,0,0,0,0,1,1,1,0,0,0,0,3
"1293",0,0,0,0,1,0,1,1,1,0,0,0,1,4
"1294",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1295",1,1,1,1,1,1,1,1,1,1,1,1,0,4
"1296",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1297",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1298",1,1,1,1,1,1,1,1,1,1,1,1,1,5
"1299",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1300",1,1,1,1,1,1,1,1,1,1,1,1,1,11
"1301",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1302",0,0,0,0,0,0,0,0,0,0,0,0,1,8
"1303",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1304",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"1305",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1306",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1307",1,0,1,0,0,0,0,0,0,0,0,0,0,6
"1308",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1309",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1310",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1311",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1312",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1313",1,0,0,0,0,0,0,0,0,0,0,0,1,5
"1314",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1315",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1316",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1317",1,1,1,1,1,1,1,1,0,1,1,1,0,4
"1318",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1319",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1320",1,1,1,1,1,1,1,1,1,0,0,0,0,7
"1321",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1322",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1323",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1324",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1325",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1326",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1327",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"1328",0,0,0,0,0,0,0,0,0,0,0,0,0,4
